CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT,String,Longitude,Latitude
22222000,BRIGHTON,POINT (-122.45513565863847 37.72367236430376),AVE,22222000,-122.45513565863847 37.72367236430376,-122.45514,37.72367
21524000,SALA,POINT (-122.44621270165507 37.71470082222254),TER,21524000,-122.44621270165507 37.71470082222254,-122.44621,37.7147
21832000,ARLINGTON,POINT (-122.42551025141341 37.73775377932548),ST,21832000,-122.42551025141341 37.73775377932548,-122.42551,37.73775
54355000,04TH,POINT (-122.39067117036484 37.765011121866685),ST,54355000,-122.39067117036484 37.765011121866685,-122.39067,37.76501
24472000,FRANKLIN,POINT (-122.421709307257 37.77895686471281),ST,24472000,-122.421709307257 37.77895686471281,-122.42171,37.77896
23724000,24TH,POINT (-122.40533110370748 37.75306383197403),ST,23724000,-122.40533110370748 37.75306383197403,-122.40533,37.75306
26238000,PANORAMA,POINT (-122.45111404532295 37.75255649079478),DR,26238000,-122.45111404532295 37.75255649079478,-122.45111,37.75256
25815000,COLLINGWOOD,POINT (-122.4361141084292 37.7608239949291),ST,25815000,-122.4361141084292 37.7608239949291,-122.43611,37.76082
27932000,LAWTON,POINT (-122.50566548163167 37.7566930754001),ST,27932000,-122.50566548163167 37.7566930754001,-122.50567,37.75669
32922000,ORD,POINT (-122.44005856515962 37.76107479375791),ST,32922000,-122.44005856515962 37.76107479375791,-122.44006,37.76107
23214000,SLOAT,POINT (-122.48024635788718 37.7344273462112),BLVD,23214000,-122.48024635788718 37.7344273462112,-122.48025,37.73443
23549000,ILLINOIS,POINT (-122.38706585106044 37.75544622092426),ST,23549000,-122.38706585106044 37.75544622092426,-122.38707,37.75545
27705000,MORAGA,POINT (-122.49589706292824 37.7552513228337),ST,27705000,-122.49589706292824 37.7552513228337,-122.4959,37.75525
21556000,LAURA,POINT (-122.45134423394839 37.710670686198675),ST,21556000,-122.45134423394839 37.710670686198675,-122.45134,37.71067
32924000,BUENA VISTA,POINT (-122.43855536461956 37.76629738704257),TER,32924000,-122.43855536461956 37.76629738704257,-122.43856,37.7663
26316000,UPPER,POINT (-122.44257524429247 37.76592828424381),TER,26316000,-122.44257524429247 37.76592828424381,-122.44258,37.76593
21471000,MORSE,POINT (-122.44060353552543 37.7126461518466),ST,21471000,-122.44060353552543 37.7126461518466,-122.4406,37.71265
33219000,EGBERT,POINT (-122.38328391027879 37.71734402822779),AVE,33219000,-122.38328391027879 37.71734402822779,-122.38328,37.71734
27738000,37TH,POINT (-122.49628381345075 37.760850433504686),AVE,27738000,-122.49628381345075 37.760850433504686,-122.49628,37.76085
24055000,TREAT,POINT (-122.41310524263817 37.765447608476606),AVE,24055000,-122.41310524263817 37.765447608476606,-122.41311,37.76545
20555000,WILDE,POINT (-122.39982814340523 37.71665014941412),AVE,20555000,-122.39982814340523 37.71665014941412,-122.39983,37.71665
22740000,BEVERLY,POINT (-122.47167358640837 37.721631205161),ST,22740000,-122.47167358640837 37.721631205161,-122.47167,37.72163
25002000,CALIFORNIA,POINT (-122.40917136115598 37.79204251454192),ST,25002000,-122.40917136115598 37.79204251454192,-122.40917,37.79204
25194000,OLIVE,POINT (-122.42274547965935 37.78408367629344),ST,25194000,-122.42274547965935 37.78408367629344,-122.42275,37.78408
24881000,THE EMBARCADERO,POINT (-122.4056587847106 37.80667363132251),,24881000,-122.4056587847106 37.80667363132251,-122.40566,37.80667
33750000,DE HARO,POINT (-122.40056954832282 37.75308959482841),ST,33750000,-122.40056954832282 37.75308959482841,-122.40057,37.75309
22798000,HAZELWOOD,POINT (-122.45526051427345 37.73292362274938),AVE,22798000,-122.45526051427345 37.73292362274938,-122.45526,37.73292
21387000,CORDOVA,POINT (-122.43439530771538 37.70887101083757),ST,21387000,-122.43439530771538 37.70887101083757,-122.4344,37.70887
20704000,DAVIDSON,POINT (-122.391617492292 37.74573372234427),AVE,20704000,-122.391617492292 37.74573372234427,-122.39162,37.74573
24893000,CYRIL MAGNIN,POINT (-122.40849315771352 37.78445272978704),ST,24893000,-122.40849315771352 37.78445272978704,-122.40849,37.78445
20546000,03RD,POINT (-122.3997395079498 37.71618273785738),ST,20546000,-122.3997395079498 37.71618273785738,-122.39974,37.71618
20745000,CONKLING,POINT (-122.40180798245794 37.7347273216384),ST,20745000,-122.40180798245794 37.7347273216384,-122.40181,37.73473
54233000,ALEMANY,POINT (-122.46139075921826 37.71081400410683),BLVD,54233000,-122.46139075921826 37.71081400410683,-122.46139,37.71081
21713000,FRANCE,POINT (-122.43355534915165 37.717744017513084),AVE,21713000,-122.43355534915165 37.717744017513084,-122.43356,37.71774
52193000,EAST,POINT (-122.44751666386925 37.72669548312157),RD,52193000,-122.44751666386925 37.72669548312157,-122.44752,37.7267
26464000,TURK,POINT (-122.44976707898702 37.77827700831548),BLVD,26464000,-122.44976707898702 37.77827700831548,-122.44977,37.77828
20814000,PATTERSON,POINT (-122.40519216946733 37.74232258342382),ST,20814000,-122.40519216946733 37.74232258342382,-122.40519,37.74232
33516000,JUNIPERO SERRA,POINT (-122.4727962686595 37.71876884414441),BLVD,33516000,-122.4727962686595 37.71876884414441,-122.4728,37.71877
21009000,SWEENY,POINT (-122.40728352173689 37.73315926638511),ST,21009000,-122.40728352173689 37.73315926638511,-122.40728,37.73316
21146000,POWHATTAN,POINT (-122.41196829501013 37.74141058969313),AVE,21146000,-122.41196829501013 37.74141058969313,-122.41197,37.74141
25893000,FILLMORE,POINT (-122.42990564263904 37.76940792173604),ST,25893000,-122.42990564263904 37.76940792173604,-122.42991,37.76941
23958000,BRYANT,POINT (-122.40912990909452 37.752795584015146),ST,23958000,-122.40912990909452 37.752795584015146,-122.40913,37.7528
24787000,KEARNY,POINT (-122.40540910054365 37.79754459321525),ST,24787000,-122.40540910054365 37.79754459321525,-122.40541,37.79754
34012000,BURNETT,POINT (-122.44448513512287 37.75635356183283),AVE,34012000,-122.44448513512287 37.75635356183283,-122.44449,37.75635
21230000,MURRAY,POINT (-122.42022375753206 37.735058128112094),ST,21230000,-122.42022375753206 37.735058128112094,-122.42022,37.73506
27097000,09TH,POINT (-122.46553317800456 37.75285107157688),AVE,27097000,-122.46553317800456 37.75285107157688,-122.46553,37.75285
24310000,08TH,POINT (-122.41261666707301 37.777026420715316),ST,24310000,-122.41261666707301 37.777026420715316,-122.41262,37.77703
51919000,DONAHUE,POINT (-122.38700385808534 37.710029577499405),ST,51919000,-122.38700385808534 37.710029577499405,-122.387,37.71003
23289000,QUINTARA,POINT (-122.4857272477462 37.74821978276118),ST,23289000,-122.4857272477462 37.74821978276118,-122.48573,37.74822
51390000,LINCOLN,POINT (-122.4823931794007 37.7886352714493),BLVD,51390000,-122.4823931794007 37.7886352714493,-122.48239,37.78864
33298000,BRADFORD,POINT (-122.40944546058509 37.74194215382447),ST,33298000,-122.40944546058509 37.74194215382447,-122.40945,37.74194
24378000,VALENCIA,POINT (-122.4221991740239 37.76813968333524),ST,24378000,-122.4221991740239 37.76813968333524,-122.4222,37.76814
21245000,BOCANA,POINT (-122.41907332348869 37.73853768955076),ST,21245000,-122.41907332348869 37.73853768955076,-122.41907,37.73854
26549000,PACIFIC,POINT (-122.42487188977415 37.79460729574736),AVE,26549000,-122.42487188977415 37.79460729574736,-122.42487,37.79461
23997000,22ND,POINT (-122.41329404948372 37.75576591376167),ST,23997000,-122.41329404948372 37.75576591376167,-122.41329,37.75577
25822000,STATES,POINT (-122.43525866126335 37.763462837459116),ST,25822000,-122.43525866126335 37.763462837459116,-122.43526,37.76346
21203000,PORTER,POINT (-122.41809924396081 37.734952015763575),ST,21203000,-122.41809924396081 37.734952015763575,-122.4181,37.73495
21657000,VALMAR,POINT (-122.42383685101373 37.7263372788996),TER,21657000,-122.42383685101373 37.7263372788996,-122.42384,37.72634
26389000,ANZAVISTA,POINT (-122.44550871281182 37.78088135989471),AVE,26389000,-122.44550871281182 37.78088135989471,-122.44551,37.78088
50866000,VISTA VIEW,POINT (-122.39525343084883 37.73373427853233),CT,50866000,-122.39525343084883 37.73373427853233,-122.39525,37.73373
23747000,WISCONSIN,POINT (-122.39966228681308 37.764956094477206),ST,23747000,-122.39966228681308 37.764956094477206,-122.39966,37.76496
26624000,SUTTER,POINT (-122.43987261268245 37.78524752679726),ST,26624000,-122.43987261268245 37.78524752679726,-122.43987,37.78525
23805000,TOWNSEND,POINT (-122.39106458433879 37.780182450339375),ST,23805000,-122.39106458433879 37.780182450339375,-122.39106,37.78018
20160000,KEITH,POINT (-122.38941872073387 37.72935388579479),ST,20160000,-122.38941872073387 37.72935388579479,-122.38942,37.72935
21129000,PERALTA,POINT (-122.40897329189373 37.745664595610336),AVE,21129000,-122.40897329189373 37.745664595610336,-122.40897,37.74566
20210000,LANE,POINT (-122.38903506836716 37.73291889505168),ST,20210000,-122.38903506836716 37.73291889505168,-122.38904,37.73292
24597000,MISSION,POINT (-122.39979802405747 37.78800716037831),ST,24597000,-122.39979802405747 37.78800716037831,-122.3998,37.78801
27042000,VENTURA,POINT (-122.4622678589833 37.75097192110463),AVE,27042000,-122.4622678589833 37.75097192110463,-122.46227,37.75097
54145000,LYSETTE,POINT (-122.41479873478656 37.791938512614735),ST,54145000,-122.41479873478656 37.791938512614735,-122.4148,37.79194
22092000,SHAWNEE,POINT (-122.44524615411481 37.717521260974834),AVE,22092000,-122.44524615411481 37.717521260974834,-122.44525,37.71752
22960000,MAGELLAN,POINT (-122.46416111993905 37.74444465769049),AVE,22960000,-122.46416111993905 37.74444465769049,-122.46416,37.74444
25625000,23RD,POINT (-122.42360075606304 37.75353503136797),ST,25625000,-122.42360075606304 37.75353503136797,-122.4236,37.75354
20243000,GALVEZ,POINT (-122.38958103288044 37.74172956598513),AVE,20243000,-122.38958103288044 37.74172956598513,-122.38958,37.74173
23284000,30TH,POINT (-122.48760652950288 37.74439863584169),AVE,23284000,-122.48760652950288 37.74439863584169,-122.48761,37.7444
20471000,HOLLISTER,POINT (-122.39594382766954 37.721715880427254),AVE,20471000,-122.39594382766954 37.721715880427254,-122.39594,37.72172
23945000,05TH,POINT (-122.40546627473583 37.78192501815843),ST,23945000,-122.40546627473583 37.78192501815843,-122.40547,37.78193
21557000,NAGLEE,POINT (-122.44810848264208 37.71321065032012),AVE,21557000,-122.44810848264208 37.71321065032012,-122.44811,37.71321
51693000,ROBINSON,POINT (-122.36467086560889 37.728618001701555),ST,51693000,-122.36467086560889 37.728618001701555,-122.36467,37.72862
23388000,31ST,POINT (-122.48867763623628 37.74435150086793),AVE,23388000,-122.48867763623628 37.74435150086793,-122.48868,37.74435
34022000,CLIPPER COVE,POINT (-122.37132892672739 37.81600630562728),WAY,34022000,-122.37132892672739 37.81600630562728,-122.37133,37.81601
21409000,VIENNA,POINT (-122.43393069309123 37.715806214618866),ST,21409000,-122.43393069309123 37.715806214618866,-122.43393,37.71581
24317000,ANGELOS,POINT (-122.41241334384462 37.778045328726684),ALY,24317000,-122.41241334384462 37.778045328726684,-122.41241,37.77805
33583000,UNNAMED 036,POINT (-122.46285140030189 37.74675666346287),,33583000,-122.46285140030189 37.74675666346287,-122.46285,37.74676
21854000,COLLEGE,POINT (-122.42783880286503 37.73469389852628),AVE,21854000,-122.42783880286503 37.73469389852628,-122.42784,37.73469
20460000,JAMESTOWN,POINT (-122.3966170258974 37.72023091281481),AVE,20460000,-122.3966170258974 37.72023091281481,-122.39662,37.72023
26563000,BUCHANAN,POINT (-122.43091425374371 37.791129508274565),ST,26563000,-122.43091425374371 37.791129508274565,-122.43091,37.79113
20959000,CAMBRIDGE,POINT (-122.4179064132733 37.72522074163947),ST,20959000,-122.4179064132733 37.72522074163947,-122.41791,37.72522
24600000,SHAW,POINT (-122.39802055396858 37.78855629465897),ALY,24600000,-122.39802055396858 37.78855629465897,-122.39802,37.78856
23447000,43RD,POINT (-122.50109748317796 37.735206481269834),AVE,23447000,-122.50109748317796 37.735206481269834,-122.5011,37.73521
24388000,12TH,POINT (-122.41861821634723 37.77305345411757),ST,24388000,-122.41861821634723 37.77305345411757,-122.41862,37.77305
52067000,ORIZABA,POINT (-122.46263962555342 37.71793603497304),AVE,52067000,-122.46263962555342 37.71793603497304,-122.46264,37.71794
21808000,BROMPTON,POINT (-122.43499608757922 37.73371751921833),AVE,21808000,-122.43499608757922 37.73371751921833,-122.435,37.73372
50860000,INNES,POINT (-122.38541856406025 37.73743472834932),AVE,50860000,-122.38541856406025 37.73743472834932,-122.38542,37.73743
25134000,FALLON,POINT (-122.41368277334527 37.797655226974456),PL,25134000,-122.41368277334527 37.797655226974456,-122.41368,37.79766
23597000,BRANNAN,POINT (-122.38802334372849 37.78477361421239),ST,23597000,-122.38802334372849 37.78477361421239,-122.38802,37.78477
23865000,VERMONT,POINT (-122.40487459388244 37.76853080419302),ST,23865000,-122.40487459388244 37.76853080419302,-122.40487,37.76853
25976000,SANCHEZ,POINT (-122.43111448842157 37.76679619881553),ST,25976000,-122.43111448842157 37.76679619881553,-122.43111,37.7668
50793000,MABREY,POINT (-122.38540509783996 37.7359609870182),CT,50793000,-122.38540509783996 37.7359609870182,-122.38541,37.73596
51092000,HAROLD,POINT (-122.45308615439654 37.71893383497039),AVE,51092000,-122.45308615439654 37.71893383497039,-122.45309,37.71893
24578000,JACKSON,POINT (-122.39713709829013 37.79724362727748),ST,24578000,-122.39713709829013 37.79724362727748,-122.39714,37.79724
26068000,PIERCE,POINT (-122.43561626494966 37.78100934565145),ST,26068000,-122.43561626494966 37.78100934565145,-122.43562,37.78101
20783000,APPAREL,POINT (-122.40438321568334 37.73976174545831),WAY,20783000,-122.40438321568334 37.73976174545831,-122.40438,37.73976
20426000,PARQUE,POINT (-122.42032153879887 37.709912211730874),DR,20426000,-122.42032153879887 37.709912211730874,-122.42032,37.70991
50579000,WOODHAVEN,POINT (-122.45656250429975 37.75611928479745),CT,50579000,-122.45656250429975 37.75611928479745,-122.45656,37.75612
22976000,CASTENADA,POINT (-122.46573285161945 37.745690338230055),AVE,22976000,-122.46573285161945 37.745690338230055,-122.46573,37.74569
26420000,CLAYTON,POINT (-122.44914317327279 37.772578916600686),ST,26420000,-122.44914317327279 37.772578916600686,-122.44914,37.77258
22048000,BERTITA,POINT (-122.44088790130455 37.718290232839244),ST,22048000,-122.44088790130455 37.718290232839244,-122.44089,37.71829
50604000,STANTON,POINT (-122.44162799720775 37.75816287794343),ST,50604000,-122.44162799720775 37.75816287794343,-122.44163,37.75816
33310000,BRIDGEVIEW,POINT (-122.39726692213074 37.73486418913492),DR,33310000,-122.39726692213074 37.73486418913492,-122.39727,37.73486
20569000,BAY SHORE,POINT (-122.39992501727309 37.72151727195414),BLVD,20569000,-122.39992501727309 37.72151727195414,-122.39993,37.72152
27563000,PALM,POINT (-122.45806191708222 37.78582427844607),AVE,27563000,-122.45806191708222 37.78582427844607,-122.45806,37.78582
27029000,OAK PARK,POINT (-122.45555857837135 37.75527898881134),DR,27029000,-122.45555857837135 37.75527898881134,-122.45556,37.75528
23366000,SUNSET,POINT (-122.49385707624342 37.73502785046792),BLVD,23366000,-122.49385707624342 37.73502785046792,-122.49386,37.73503
27319000,17TH,POINT (-122.47433459583593 37.75433402988761),AVE,27319000,-122.47433459583593 37.75433402988761,-122.47433,37.75433
53020000,PRECITA,POINT (-122.41614777766335 37.74751261962328),AVE,53020000,-122.41614777766335 37.74751261962328,-122.41615,37.74751
23771000,17TH,POINT (-122.40256339699881 37.76478103455145),ST,23771000,-122.40256339699881 37.76478103455145,-122.40256,37.76478
22312000,TURQUOISE,POINT (-122.4426293878102 37.744348145279794),WAY,22312000,-122.4426293878102 37.744348145279794,-122.44263,37.74435
32839000,MORAGA,POINT (-122.46520218018104 37.75660818437448),ST,32839000,-122.46520218018104 37.75660818437448,-122.4652,37.75661
20366000,SUNNYDALE,POINT (-122.41044102592122 37.71034975554144),AVE,20366000,-122.41044102592122 37.71034975554144,-122.41044,37.71035
21177000,FOLSOM,POINT (-122.41366884451978 37.74825532925192),ST,21177000,-122.41366884451978 37.74825532925192,-122.41367,37.74826
25339000,KEARNY,POINT (-122.40628688668673 37.80176630135486),ST,25339000,-122.40628688668673 37.80176630135486,-122.40629,37.80177
23828000,ZOE,POINT (-122.39530387217545 37.77929639066018),ST,23828000,-122.39530387217545 37.77929639066018,-122.3953,37.7793
27252000,MARTIN LUTHER KING JR,POINT (-122.46642795394955 37.766475895142115),DR,27252000,-122.46642795394955 37.766475895142115,-122.46643,37.76648
27170000,IRVING,POINT (-122.46845111885868 37.76394298610382),ST,27170000,-122.46845111885868 37.76394298610382,-122.46845,37.76394
21992000,ARBOR,POINT (-122.43762196838435 37.73721482802292),ST,21992000,-122.43762196838435 37.73721482802292,-122.43762,37.73721
22648000,MONTEREY,POINT (-122.45747423840939 37.7309974949404),BLVD,22648000,-122.45747423840939 37.7309974949404,-122.45747,37.731
50954000,YALE,POINT (-122.41555772979419 37.722226213614434),ST,50954000,-122.41555772979419 37.722226213614434,-122.41556,37.72223
22689000,BRENTWOOD,POINT (-122.46167795402262 37.73218929022805),AVE,22689000,-122.46167795402262 37.73218929022805,-122.46168,37.73219
24179000,WIESE,POINT (-122.42063784386652 37.76662451657145),ST,24179000,-122.42063784386652 37.76662451657145,-122.42064,37.76662
20623000,MADDUX,POINT (-122.40002161646926 37.73231052384294),AVE,20623000,-122.40002161646926 37.73231052384294,-122.40002,37.73231
26797000,FILLMORE,POINT (-122.43743292486123 37.806262395295406),ST,26797000,-122.43743292486123 37.806262395295406,-122.43743,37.80626
33406000,MONCADA,POINT (-122.47154865466337 37.72978397703801),WAY,33406000,-122.47154865466337 37.72978397703801,-122.47155,37.72978
20895000,GOETTINGEN,POINT (-122.40756041691928 37.72926125710892),ST,20895000,-122.40756041691928 37.72926125710892,-122.40756,37.72926
20271000,NUEVA,POINT (-122.39734371935604 37.7111993953024),AVE,20271000,-122.39734371935604 37.7111993953024,-122.39734,37.7112
27164000,ALOHA,POINT (-122.47157441810089 37.758163783771415),AVE,27164000,-122.47157441810089 37.758163783771415,-122.47157,37.75816
23416000,35TH,POINT (-122.49335825237888 37.7497530473586),AVE,23416000,-122.49335825237888 37.7497530473586,-122.49336,37.74975
24791000,KEARNY,POINT (-122.40528839705573 37.7969090575523),ST,24791000,-122.40528839705573 37.7969090575523,-122.40529,37.79691
24255000,HERON,POINT (-122.40830955840981 37.77478712056924),ST,24255000,-122.40830955840981 37.77478712056924,-122.40831,37.77479
30746000,MARKET,POINT (-122.41750146266047 37.77654089362623),ST,30746000,-122.41750146266047 37.77654089362623,-122.4175,37.77654
54154000,OCEANVIEW,POINT (-122.467837505145 37.709697397495894),TER,54154000,-122.467837505145 37.709697397495894,-122.46784,37.7097
24658000,POST,POINT (-122.40434399122556 37.788806664327915),ST,24658000,-122.40434399122556 37.788806664327915,-122.40434,37.78881
22898000,ALTON,POINT (-122.46372988181024 37.75034684486586),AVE,22898000,-122.46372988181024 37.75034684486586,-122.46373,37.75035
27429000,28TH,POINT (-122.48651164034828 37.75940653315666),AVE,27429000,-122.48651164034828 37.75940653315666,-122.48651,37.75941
21075000,JARBOE,POINT (-122.41336276069113 37.738313704849794),AVE,21075000,-122.41336276069113 37.738313704849794,-122.41336,37.73831
24468000,VAN NESS,POINT (-122.42043951799056 37.78103084232179),AVE,24468000,-122.42043951799056 37.78103084232179,-122.42044,37.78103
21076000,TOMPKINS,POINT (-122.41410345270569 37.737105460989504),AVE,21076000,-122.41410345270569 37.737105460989504,-122.4141,37.73711
26565000,LAGUNA,POINT (-122.42962524216996 37.793098476019985),ST,26565000,-122.42962524216996 37.793098476019985,-122.42963,37.7931
30758000,DUBOCE,POINT (-122.4263094381509 37.769602597314986),AVE,30758000,-122.4263094381509 37.769602597314986,-122.42631,37.7696
20900000,FELTON,POINT (-122.4085485112026 37.729002897575654),ST,20900000,-122.4085485112026 37.729002897575654,-122.40855,37.729
21675000,GENEBERN,POINT (-122.42515395211933 37.73283977416448),WAY,21675000,-122.42515395211933 37.73283977416448,-122.42515,37.73284
23468000,SANTIAGO,POINT (-122.49939324133942 37.74387941126449),ST,23468000,-122.49939324133942 37.74387941126449,-122.49939,37.74388
21969000,SURREY,POINT (-122.43583754307741 37.73588854427634),ST,21969000,-122.43583754307741 37.73588854427634,-122.43584,37.73589
20100000,NICHOLS,POINT (-122.38624313795653 37.720357025271895),WAY,20100000,-122.38624313795653 37.720357025271895,-122.38624,37.72036
51963000,EGBERT,POINT (-122.3738849802052 37.71203853749323),AVE,51963000,-122.3738849802052 37.71203853749323,-122.37388,37.71204
21272000,BONVIEW,POINT (-122.41569296734039 37.7451034665073),ST,21272000,-122.41569296734039 37.7451034665073,-122.41569,37.7451
20747000,REVERE,POINT (-122.399504117627 37.736964400383414),AVE,20747000,-122.399504117627 37.736964400383414,-122.3995,37.73696
34106000,AVENUE E,POINT (-122.37389040402327 37.827559430916054),,34106000,-122.37389040402327 37.827559430916054,-122.37389,37.82756
27645000,LAKE,POINT (-122.48086009996275 37.78593396320871),ST,27645000,-122.48086009996275 37.78593396320871,-122.48086,37.78593
23468000,41ST,POINT (-122.49939324133942 37.74387941126449),AVE,23468000,-122.49939324133942 37.74387941126449,-122.49939,37.74388
24042000,TREAT,POINT (-122.41375547916917 37.76056444708967),AVE,24042000,-122.41375547916917 37.76056444708967,-122.41376,37.76056
22005000,CASTRO,POINT (-122.43339459745707 37.74411574061259),ST,22005000,-122.43339459745707 37.74411574061259,-122.43339,37.74412
52438000,ADAM,POINT (-122.40441297138614 37.74753865667138),ST,52438000,-122.40441297138614 37.74753865667138,-122.40441,37.74754
50084000,I-80 WESTBOUND,POINT (-122.40678805721751 37.77259936486393),,50084000,-122.40678805721751 37.77259936486393,-122.40679,37.7726
27995000,ANZA,POINT (-122.50816055199064 37.77709259664546),ST,27995000,-122.50816055199064 37.77709259664546,-122.50816,37.77709
54174000,ALTA VISTA,POINT (-122.41278075190704 37.79834996524087),TER,54174000,-122.41278075190704 37.79834996524087,-122.41278,37.79835
22416000,CITYVIEW,POINT (-122.44912103736274 37.74848610868351),WAY,22416000,-122.44912103736274 37.74848610868351,-122.44912,37.74849
51452000,THOMAS MORE,POINT (-122.47325932976749 37.711635540246554),WAY,51452000,-122.47325932976749 37.711635540246554,-122.47326,37.71164
51142000,FLOURNOY,POINT (-122.45999473902668 37.70736274408654),ST,51142000,-122.45999473902668 37.70736274408654,-122.45999,37.70736
26465000,KITTREDGE,POINT (-122.45065481246476 37.77816459882038),TER,26465000,-122.45065481246476 37.77816459882038,-122.45065,37.77816
33413000,MONCADA,POINT (-122.46905538278703 37.72819574469862),WAY,33413000,-122.46905538278703 37.72819574469862,-122.46906,37.7282
26854000,BRODERICK,POINT (-122.44247642115654 37.78966296003969),ST,26854000,-122.44247642115654 37.78966296003969,-122.44248,37.78966
30771000,BELDEN,POINT (-122.4038687163593 37.791734984855225),ST,30771000,-122.4038687163593 37.791734984855225,-122.40387,37.79173
34173000,CHANNEL,POINT (-122.3936531325851 37.77273293086476),,34173000,-122.3936531325851 37.77273293086476,-122.39365,37.77273
26362000,TURK,POINT (-122.4420533097397 37.77924403056493),ST,26362000,-122.4420533097397 37.77924403056493,-122.44205,37.77924
54115000,UNNAMED 192,POINT (-122.38976458253211 37.711136552270375),,54115000,-122.38976458253211 37.711136552270375,-122.38976,37.71114
27012000,BEACH,POINT (-122.44360251838073 37.803704936668595),ST,27012000,-122.44360251838073 37.803704936668595,-122.4436,37.8037
25801000,17TH,POINT (-122.43212405635836 37.762668127398356),ST,25801000,-122.43212405635836 37.762668127398356,-122.43212,37.76267
52118000,HWY 101 NORTHBOUND,POINT (-122.39769967629356 37.7148276968654),,52118000,-122.39769967629356 37.7148276968654,-122.3977,37.71483
24135000,SHOTWELL,POINT (-122.41622727098948 37.763635137375005),ST,24135000,-122.41622727098948 37.763635137375005,-122.41623,37.76364
24373000,JULIAN,POINT (-122.42120988357964 37.76819945228554),AVE,24373000,-122.42120988357964 37.76819945228554,-122.42121,37.7682
33689000,ISLAIS,POINT (-122.40728479310944 37.73520127517608),ST,33689000,-122.40728479310944 37.73520127517608,-122.40728,37.7352
21768000,MISSION,POINT (-122.43362359113512 37.72623624406158),ST,21768000,-122.43362359113512 37.72623624406158,-122.43362,37.72624
20481000,JENNINGS,POINT (-122.39036270778637 37.725167205955586),ST,20481000,-122.39036270778637 37.725167205955586,-122.39036,37.72517
22017000,NEWBURG,POINT (-122.43369765787575 37.746494236876366),ST,22017000,-122.43369765787575 37.746494236876366,-122.4337,37.74649
27179000,ARGUELLO,POINT (-122.45827658263693 37.76727994241453),BLVD,27179000,-122.45827658263693 37.76727994241453,-122.45828,37.76728
54212000,SEAL COVE,POINT (-122.39485586762054 37.71160808365162),TER,54212000,-122.39485586762054 37.71160808365162,-122.39486,37.71161
24571000,WASHINGTON,POINT (-122.39695783906505 37.79634685992641),ST,24571000,-122.39695783906505 37.79634685992641,-122.39696,37.79635
24536000,OSCAR,POINT (-122.39644355689734 37.78658689923858),ALY,24536000,-122.39644355689734 37.78658689923858,-122.39644,37.78659
33681000,BIRCHWOOD,POINT (-122.42601572477585 37.70888047240133),CT,33681000,-122.42601572477585 37.70888047240133,-122.42602,37.70888
21945000,THOR,POINT (-122.43498485516052 37.7356821920458),AVE,21945000,-122.43498485516052 37.7356821920458,-122.43498,37.73568
21204000,ROSCOE,POINT (-122.41872451138305 37.7349832497548),ST,21204000,-122.41872451138305 37.7349832497548,-122.41872,37.73498
26975000,GREENWICH,POINT (-122.44413832475513 37.79789938066253),ST,26975000,-122.44413832475513 37.79789938066253,-122.44414,37.7979
27154000,09TH,POINT (-122.46631062099226 37.76403698944693),AVE,27154000,-122.46631062099226 37.76403698944693,-122.46631,37.76404
51659000,CHARTER OAK,POINT (-122.40461224791913 37.73506551074072),AVE,51659000,-122.40461224791913 37.73506551074072,-122.40461,37.73507
21740000,SAN JUAN,POINT (-122.437010757435 37.724840762970395),AVE,21740000,-122.437010757435 37.724840762970395,-122.43701,37.72484
51058000,HILLSIDE,POINT (-122.43392976123401 37.7322816540529),LN,51058000,-122.43392976123401 37.7322816540529,-122.43393,37.73228
27324000,NORIEGA,POINT (-122.47334352599727 37.75554858866158),ST,27324000,-122.47334352599727 37.75554858866158,-122.47334,37.75555
25528000,JONES,POINT (-122.41669632627723 37.80427681619577),ST,25528000,-122.41669632627723 37.80427681619577,-122.4167,37.80428
27894000,SHORE VIEW,POINT (-122.49766307749667 37.7804527829668),AVE,27894000,-122.49766307749667 37.7804527829668,-122.49766,37.78045
22246000,HAZELWOOD,POINT (-122.4539958695989 37.72880321559176),AVE,22246000,-122.4539958695989 37.72880321559176,-122.454,37.7288
24367000,CAPP,POINT (-122.41873444890402 37.76673948114967),ST,24367000,-122.41873444890402 37.76673948114967,-122.41873,37.76674
24417000,WASHBURN,POINT (-122.41512795291425 37.77588970380923),ST,24417000,-122.41512795291425 37.77588970380923,-122.41513,37.77589
23190000,16TH,POINT (-122.47287310903013 37.748786759700664),AVE,23190000,-122.47287310903013 37.748786759700664,-122.47287,37.74879
23149000,19TH,POINT (-122.47510247009879 37.73462557232169),AVE,23149000,-122.47510247009879 37.73462557232169,-122.4751,37.73463
23287000,RIVERA,POINT (-122.48773617502066 37.746259607681985),ST,23287000,-122.48773617502066 37.746259607681985,-122.48774,37.74626
21340000,PRECITA,POINT (-122.4191213007535 37.74677514040203),AVE,21340000,-122.4191213007535 37.74677514040203,-122.41912,37.74678
21564000,CAYUGA,POINT (-122.44751030299996 37.715741874195146),AVE,21564000,-122.44751030299996 37.715741874195146,-122.44751,37.71574
25344000,BANNAN,POINT (-122.40789837335839 37.800600289771744),PL,25344000,-122.40789837335839 37.800600289771744,-122.4079,37.8006
